blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
12561406,1622721362,0x3c62e4e4f7cb3d541f34b137518716d9babd0029fa9fd31d84a3334ab162269c,4222,0xbbf0e51f7bea627e7fcef58657a96b5eea48c5c1c7b8691434a00f87d8bd689c,0x13556e5d0ce2b4ca2d42d0f64091d55c067f4910,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1990942588966537353410,DFYN Token,DFYN,18,44,102147,36000000000,79678,3288314,deprecated,26927
12561407,1622721375,0xea902f610bc8537ba20a1c77f5efaa92453e06a9870455d5effd45919cd088e7,28,0x0fb8fea41906ae066f6d041956d6e6ed491b7c62a3f47c2cece2a4964ba836ee,0x79ecae3c1a2f7a99d1cfa0c6471ae9f8fde3796e,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10000000000000000000000,DFYN Token,DFYN,18,141,102135,29000000000,94666,10496441,deprecated,26926
12561424,1622721625,0xdde48ced3207a0c08055894caf92354f8463c26401a77cfd3dd40a08c22da44e,43,0xc541b3329679b46d5829698e4d6d718744febd10749ef1efb9c22e0a91d0db21,0xe0b5f93d4e7390312246580719f2b1bc97a1a093,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,100000000000000000000,Dai Stablecoin,DAI,18,353,97237,32000000000,89768,14910896,deprecated,26909
12561426,1622721660,0x65aadb31b48e3f7828974dfc93fced321044be41424de4afc7fd3a7bff3886db,763,0x82b954145e1b389f05ca1c4b6ab2abf9de5387e978053eb0dc656d6f59588d3a,0x625b237bab99ba69bcbd998566269447fd1c1993,0x9695e0114e12c0d3a3636fab5a18e6b737529023,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1331353342162376256039,DFYN Token,DFYN,18,123,102147,31100000000,79678,7077757,deprecated,26907
12561426,1622721660,0xc6ebd5cdd3b773efc1f89041ad91fdf4ccea15ae9e8fec22c436fd9fe4159b03,8,0x82b954145e1b389f05ca1c4b6ab2abf9de5387e978053eb0dc656d6f59588d3a,0x806ad0ac11a52efc976671327de9a3becebb60d5,0x8ffe40a3d0f80c0ce6b203d5cdc1a6a86d9acaea,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,14580465000000,IG Gold,IGG,6,179,104651,31000000000,82182,11753630,deprecated,26907
12561430,1622721715,0x73dcd7442bd1afd8076349520ea16aff70d065fdf4f55ab1a63f038a636375fb,297,0x569ea12830eba1c46e2f64330fe7b4085e3b147dbed11da95769ecd050836c3a,0x5cc1e4e7302207ffe7b169e23bcb351162ea86a7,0x3832d2f059e55934220881f831be501d180671a7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10000000000,renDOGE,renDOGE,8,116,109508,26000000000,102039,7977687,deprecated,26903
12561430,1622721715,0x90fa9516dfc4163d6adacd2fdd9d76f9fbb98e422465aee414c556349fcee787,18,0x569ea12830eba1c46e2f64330fe7b4085e3b147dbed11da95769ecd050836c3a,0x340fc91e98c46dfc162ad6ca5728fd79c1b987fc,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1082176490000000000000,Dai Stablecoin,DAI,18,139,97249,26000000000,74780,9791004,deprecated,26903
12561430,1622721715,0x5f083065cefe6d2fb0e095ae5d66037befc1314cd60b84037e180658089d33cf,22,0x569ea12830eba1c46e2f64330fe7b4085e3b147dbed11da95769ecd050836c3a,0xfe16c0ec0119d9f0669969e84080e54f19b2cfbc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,210000000,USD Coin,USDC,6,151,114675,26000000000,92206,10314362,deprecated,26903
12561434,1622721782,0x9c37194c20eb3ca49b36d1d44e3830f5209bbafa4e3b1c78e8606601ed627ef7,137,0x89b9d84af0c11cbb4e476d04cc665f54b8de1d35020b73ffb273ab2ea1ed7cb2,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x0563dce613d559a47877ffd1593549fb9d3510d6,0xc02427f0b937f9905c47ddcc661374e0a49c8f03,563482336374196152697,SuperBid,SUPERBID,18,25,267965,31000000000,252261,1960982,deprecated,26899
12561436,1622721793,0x4d234b10bececc79ad52e9ac71fcd91acc2df7c59620153650c2e681fe67951b,74,0x6fd2df0ff7b8f8821ca25561b3df3e763d699dbad37276f4c9c39b2a3c69e265,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x58388c79e4d2da972016b43131e43c1718d70bb9,49741403411,Tether USD,USDT,6,153,289866,26400000000,273659,12756456,deprecated,26897
12561436,1622721793,0x1ae662c015a27a8284fb080e57c2647d772687d703f5f9749a5e51cdd83e5f00,20,0x6fd2df0ff7b8f8821ca25561b3df3e763d699dbad37276f4c9c39b2a3c69e265,0x71cc03292c44580c51bd05282f2e51463d0a06ac,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,9000000000000000000000,Dai Stablecoin,DAI,18,167,97249,26400000000,74780,14192036,deprecated,26897
12561437,1622721804,0x428fd343be843c58e1b6d1f68ddcb90e52eafc64f359410d061a180e87974148,4223,0xc25aca55dd24772817286350364521187c68db27768c0e92f2cb136aaf3d723e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x72f020f8f3e8fd9382705723cd26380f8d0c66bb,0x13556e5d0ce2b4ca2d42d0f64091d55c067f4910,32555050295079114097531,PLOT,PLOT,18,70,274993,36000000000,259223,3943783,deprecated,26896
12561437,1622721804,0x6012c830762dd2dd00ae06714ba71f0b546dbdf6f8841a796863edfa02574eea,4003,0xc25aca55dd24772817286350364521187c68db27768c0e92f2cb136aaf3d723e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,0x760497bffaed0850eb7db38b5a28abc3b1c656e7,6467365340587120055220,UniLend Finance Token,UFT,18,114,315906,35000000000,300198,5687185,deprecated,26896
12561442,1622721952,0xd8b3a7f30bc43cd89d4bb801598f96e685178a3b1df16b2bcc597dbec3d70389,3559,0x0009a1ddf240f22194c8dc10b0e0d1a48e3d1b20bfd9f6e3db82c61e460bd089,0x6aeda057364cc4aad943cac04a1c149d90e10a3b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,401441026311,USD Coin,USDC,6,110,114687,40000000000,92218,8850278,deprecated,26891
12561443,1622721970,0x5f8648eedd085bc39783592782b1c3b545d3df7021bf7617afb2641582211f49,5,0xb055be49199c1e1fe6c1df42124f914faf06eafca0b55b74082f0f5565ad810b,0xe34b087bf3c99e664316a15b01e5295eb3512760,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,278566766,USD Coin,USDC,6,66,287071,34170000000,227349,7600173,deprecated,26890
12561443,1622721970,0xf8e2a7a9ae185772ede3855a4a813813398701aebc7a0bff63b6b492bd913e93,139,0xb055be49199c1e1fe6c1df42124f914faf06eafca0b55b74082f0f5565ad810b,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0xc02427f0b937f9905c47ddcc661374e0a49c8f03,10991150620301,HEX,HEX,8,85,260326,34000000000,245011,10727612,deprecated,26890
12561443,1622721970,0x05c87d02112364f80fa21d7530070b44bd12b9a83ca3f5a8826e9a9cbbfb21c1,190,0xb055be49199c1e1fe6c1df42124f914faf06eafca0b55b74082f0f5565ad810b,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x6b175474e89094c44da98b954eedeac495271d0f,0x4570d5b4177cf209944e8e3fb1f2a77021ffd5c5,4392395950455471234910,Dai Stablecoin,DAI,18,92,310855,34000000000,295147,11819359,deprecated,26890
12561446,1622721983,0xc4eed8046cc7876e1dd6bc440c03817c10443eeb0de0fc665a5033ae0c2da572,7,0xd8ac31b67cf194a0e2378f6eaed948e4c62fac312bade99eb5097fcf238dac72,0x410f42da616cea6442e167e7959de0418bc9df3e,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,294246208000000000000,Dai Stablecoin,DAI,18,131,97237,29000000000,74768,9855115,deprecated,26887
12561448,1622721998,0xe22f33b82d1a9b882bbb0a563727c6d2fc02a9f0bf7fc367271f1a9de98e79fe,4006,0x727a1b363180b60461491f80f06449a6f8797175518ed9f58eda820ebf6f888c,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x760497bffaed0850eb7db38b5a28abc3b1c656e7,833643274178702940591,SushiToken,SUSHI,18,49,277797,39000000000,262093,4759520,deprecated,26885
12561448,1622721998,0xe6c17f5447d4a9524d6a2534202bdbbfb781d58d4ec6c23c3cd0127cd6d7a483,1477,0x727a1b363180b60461491f80f06449a6f8797175518ed9f58eda820ebf6f888c,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0c4085d8e714ca77ac5f46cd2b80a92d238a7cd3,270591147732,Tether USD,USDT,6,70,307869,34000000000,292210,6267669,deprecated,26885
12561448,1622721998,0x5bdda37520a2b0f996f0855fb1858c8779857ffa2c5d51932729ec8be35b34b6,102,0x727a1b363180b60461491f80f06449a6f8797175518ed9f58eda820ebf6f888c,0xbbd8d63a4c55a4f89b0d242d693c125a521622c5,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1161021458,Tether USD,USDT,6,129,108181,28000000000,85712,12024215,deprecated,26885
12561449,1622722011,0x43523228cd9c4381ace2dab34247f7b64b16f895f3b9545823d2aa8c3276a4d8,2,0x541b4eb708c5a70a5cf269ccd192f2515ae0611cda44d7aef06ffca73dc0562f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0527afec3ef38b4b02867081121d22fae74821c,14820659448,Tether USD,USDT,6,111,315645,27000001459,299438,9894272,deprecated,26884
12561449,1622722011,0xaf4e15c05300f18bce2949b221cbc188e447aa6e4d39bf9959db02ff3560e613,2286,0x541b4eb708c5a70a5cf269ccd192f2515ae0611cda44d7aef06ffca73dc0562f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,0xe82f35ffa47704d47681a21d47db24d7b3436789,500000000000000000000000,DSLA,DSLA,18,113,278811,27000001459,262294,10361378,deprecated,26884
12561449,1622722011,0x61c477cf4824681a571a88e66c2128b8020deb7ec8438e436e78cb7ab8123d42,1228,0x541b4eb708c5a70a5cf269ccd192f2515ae0611cda44d7aef06ffca73dc0562f,0xdef8dccfbfeed03f304fc592067a7b8e3b69e8f4,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1115050000,Tether USD,USDT,6,132,108181,27000001459,85712,11634306,deprecated,26884
12561450,1622722019,0xc35d6e6f913c49192bae7873fe84f8eec12d43a51c54b46453bb141d179cbc71,174,0xa0a2b87eed398c104413136ad82ef55370eafb3bf65a71808da7233a4b425dc8,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x6b175474e89094c44da98b954eedeac495271d0f,0x9ee1f4ed0deb9e9cda19e06e3852d4fa4191b4cb,2000000000000000000000,Dai Stablecoin,DAI,18,130,277942,27000000000,262234,12453280,deprecated,26883
12561450,1622722019,0x6d2adea3304e09072b35217c9aeb1475e65905a8b1548ef44cc010a2cc7009ea,2366,0xa0a2b87eed398c104413136ad82ef55370eafb3bf65a71808da7233a4b425dc8,0x34cadf09dbf50a39d1a68b87d7763db3961ef483,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3045256662,USD Coin,USDC,6,133,114675,27000000000,92206,12668373,deprecated,26883
12561450,1622722019,0x8df59e723d4cf1bc5b0c0f1e156760f523e25cd0c694532c2941d30d20eaf80d,34,0xa0a2b87eed398c104413136ad82ef55370eafb3bf65a71808da7233a4b425dc8,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0df95b64a13e15ed0feba161f687750129e9f19,1668032742,USD Coin,USDC,6,145,292168,26400000000,275461,13995552,deprecated,26883
12561450,1622722019,0xab56c869de3bb90eb1e4d056d6f4bfb3d692025baa8c51936dabef27ee8a8c29,221,0xa0a2b87eed398c104413136ad82ef55370eafb3bf65a71808da7233a4b425dc8,0x0550dec49ceb48508c847161bb2486fff347d6fc,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1511135227,Tether USD,USDT,6,147,108181,26400000000,85712,14137290,deprecated,26883
12561453,1622722035,0x9ba5a968b8aa5b2171bb3e35713332916e358b39d248f426c4517122bf1210f0,4224,0x33b1f78e2fab6953fe0de9fd5bc15f0e8519b393c50c902f17a1632afeccc37e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,0x13556e5d0ce2b4ca2d42d0f64091d55c067f4910,653221797349,UniBright,UBT,8,99,345632,36000000000,324371,5295100,deprecated,26880
12561454,1622722050,0x28195cfd130e1e97378c1b61dbcf3631226c286a376f24576eb4b691a0515463,35,0xcc0750c11f7416f30d9e8c4596a3b7b5954d0bd87a586760b288ac02f84fecbe,0xf85002a1bba60491c9ea9a5f5c6e438dbd8887cb,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,50045851,Wrapped BTC,WBTC,8,247,103153,24000000000,80684,14614594,deprecated,26879
12561457,1622722101,0x426f2a00b19ae32ca40c15a0579302b8d77df7faf8606609f43301d01c6f4bba,25,0x7e24eebf57aaf2fd1e2b489a623019d91b77508dcc85a76008630f481de5f62d,0x811454e700642ab45945f3fde6918bf36368c1f9,0x71f85b2e46976bd21302b64329868fd15eb0d127,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,350406621176109610616781,Axion,AXN,18,21,109632,28000000000,87163,3463327,deprecated,26876
12561457,1622722101,0xd2152c9919245bcdd2af6981d51167327f8a2b1b27dba7493ba3f8ff6a3bae8f,704,0x7e24eebf57aaf2fd1e2b489a623019d91b77508dcc85a76008630f481de5f62d,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0xc70aa0bc5c372ca2006204c91af480dacf621bac,22483449659,Tether USD,USDT,6,26,284581,28000000000,268374,4671754,deprecated,26876
12561459,1622722112,0x853addae971abefb92f78e3b8523fe10c89d4553fcff5c16f46974d6f8d8eb63,527,0xb4623e8021dd608cc1059e8be432f37bac2c28989fcda498947e0234099a6753,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x44027e52369feeac4cef0a0a59f8c1e971666ddb,50180719977,USD Coin,USDC,6,116,292720,35000000000,276013,5012518,deprecated,26874
12561459,1622722112,0xde9b376cc6bfded2d40b242bc1bd85e9c1ee1eefa56b262c206e7cfdf6556c7e,336,0xb4623e8021dd608cc1059e8be432f37bac2c28989fcda498947e0234099a6753,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x967da4048cd07ab37855c090aaf366e4ce1b9f48,0xa9709e74223e01a95762a52979748d55e22cef01,9000000000000000000000,Ocean Token,OCEAN,18,126,284510,34000000000,268578,5911420,deprecated,26874
12561459,1622722112,0xbdfde5d683511574cb352d86bbcc7c899e90212f5edef6119e7c4416f9e5e0da,12,0xb4623e8021dd608cc1059e8be432f37bac2c28989fcda498947e0234099a6753,0x5111847c33f1b5cf5c1b874f27e1989e17c80857,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,59693902,Wrapped BTC,WBTC,8,202,103153,28000000000,80684,11684333,deprecated,26874
12561461,1622722125,0x890f443cacb19a9a3fdcac62c9b019065d409ae8444239c0be88acd5474df8cc,528,0x77b147f1737cca098fbbc6f658269b3f17d42418b93186d9f675a6275550f118,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x44027e52369feeac4cef0a0a59f8c1e971666ddb,50000000000,USD Coin,USDC,6,150,292710,33000000000,258903,10115860,deprecated,26872
12561462,1622722157,0xfff04d73af613c801dcda51675f553a5e14ed7221fa4c241831a3d5fde50a161,765,0x54cd47cb231df5aa1433a9b553670ca49cfd35c1aa8c8fc44ea8c998c2e41f8a,0x625b237bab99ba69bcbd998566269447fd1c1993,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,592097000000000000000,Route,ROUTE,18,147,102857,26000000000,95388,13448181,deprecated,26871
12561464,1622722166,0xd37a256170d195e8f144734b4b7b710cbc1701fa78239402287b12e0f4140042,1849,0xaaf015c5562e0024c9c1b7a893d02bbc2ebbab2392d5ab67c573e9bbd0bdebfe,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xf8b5c45c6388c9ee12546061786026aaeaa4b682,340082055555,USD Coin,USDC,6,76,292806,22000000000,276099,10395197,deprecated,26869
12561468,1622722206,0x028f139c10c0d02acd50c5553e9b424656dceb5b13be224a52323dfaffe90007,447,0x6c05e033126b3e4836b31c26aecff1edfeaff9c207b3d519739afb65703df246,0xd10b229659f8574c8fa0226671ca7e15ddf2a5be,0xb6ee9668771a79be7967ee29a63d4184f8097143,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3168388909295648651519,CargoX,CXO,18,138,128180,27390000000,80075,8958107,deprecated,26865
12561469,1622722217,0x4ec04c6030190f4df893f1deacf9f20600bf9ea2bca81a261c9d733964445fdd,111,0xf5a522f2a3fa58c8d3fcc2e354662dadc16e2dd06ed2cda8c30627c45ecd8a06,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9bad817e7cbe27efbc4b87ad36ac2f6f56c455a3,717171806,USD Coin,USDC,6,11,287061,27000000000,270354,1236067,deprecated,26864
12561471,1622722244,0x64fcfed6ac39953605f7b480489587f37544e71b4c1d2c3517faf4264a757f95,155,0x024d560fb7225aa7b826072019a53e55ff8c0dba358d9d06e66ca548781ac6d5,0xfde92194bc4a3a31f6857b437da88e0ba260ae05,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1997500000,USD Coin,USDC,6,128,114675,26000000000,92206,13402297,deprecated,26862
12561477,1622722360,0x8750a39eb8d898814cb0f952477dd7249659a0cf7809e1095332a5a7de720c0a,38,0xb4d79fba8e6e13699e37141d27ff978ac854ac9eb2778cd52ab3836092664737,0x14cc627c4c33456d28d613982d2137863cfb8836,0x514910771af9ca656af840dff83e8264ecf986ca,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1,ChainLink Token,LINK,18,31,300000,50000000000,77978,1701988,deprecated,26856
12561478,1622722379,0x2eca3f8baeac38f6557aab891a587e2ad017aee6071fdb08684e1bb650348623,450,0x630322aaa28e3e8ef96da2bc00b63b1b31b9ac5fdd7aef693785ec16f48a6dbf,0xd10b229659f8574c8fa0226671ca7e15ddf2a5be,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,17444269049241483,yearn.finance,YFI,18,195,128113,27390000000,80022,10082318,deprecated,26855
12561479,1622722387,0xfaaf2cfd72c9a6e552ff4944f1b98eeaec87d8e830e0abe7ad7bfde11cb9ebb4,39,0x25ee3a304d80083bf91431f8d4eead59761e7b85d0e1bbf33c83a744d1944bb8,0x14cc627c4c33456d28d613982d2137863cfb8836,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,194,Dai Stablecoin,DAI,18,25,300000,50000000000,74696,1004169,deprecated,26854
12561481,1622722427,0xd5999b3f20d05af8d632e8af942cf7788f1dbaa2f1f73fb8c826b0a5b645a794,121,0x2e3021ec5ab426fec9507ffa9103f4811cb1e652bc5b6569819bdc783da2a0c0,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x78d532030a3054111d72cee144ab96519a45dded,500000000,USD Coin,USDC,6,76,273070,25000000000,257190,10705433,deprecated,26852
12561482,1622722436,0xba7c3dcd158a07944013fb3bc3777c21d5021288293703f5747360f583f1bcb2,2747,0xf37bff8ff72d0de0c43fe91b3b0ae093fad377693331339e42565b93d0cf610b,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xf8e95aa8434b7f16113f3d5119a4464ddd2e8d81,2529206529,USD Coin,USDC,6,122,291842,25000000000,275135,9557433,deprecated,26851
12561483,1622722439,0x2880d5021293f86c7c6162b10806133a237411fd27339a11402286515dfe8087,8,0x5844b134994dc2a0715b2a29b4d6362d8cdea448adc29ef2cf59c59bb483b9bc,0x6af625bdd22bd85e725aa942caaf0b3fa90e786b,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,3913438,Wrapped BTC,WBTC,8,106,103141,24200000000,80672,9619839,deprecated,26850
12561484,1622722441,0xd186b64a016beed5f547488231de3a147bd47e349d8773071da62aff804e2409,150,0x5fbe4d24821e7dfd1fa26e930ca5e67693da2c2eaf93c48040e4fbf10e6fbe3c,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x5100739f72caf71a30c02af20987ef3abcfe8cd8,57179454,Wrapped BTC,WBTC,8,63,273471,25000000000,257678,4744359,deprecated,26849
12561485,1622722447,0xb324c6799e7bf6db12e95d2d09b7ec9ca1b6586cbd73ab7b2f4dd3a2bd2d35db,143,0x2886fcec542f087f606863455d0fb8c5e40182b4ac516a7ba6181ef3972c269b,0xc02427f0b937f9905c47ddcc661374e0a49c8f03,0xabafa52d3d5a2c18a4c1ae24480d22b831fc0413,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,26213101928701938570,Future of Finance Fund,FFF,18,53,105718,34000000000,83249,3123731,deprecated,26848
12561485,1622722447,0x88c915431cbd2cbbb5394dde3fb99a601e46c8f4dd3697c79f2191ccd94888ee,3574,0x2886fcec542f087f606863455d0fb8c5e40182b4ac516a7ba6181ef3972c269b,0x0af86acf75cd7dc616b40dbe33da038c900964f5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,54463923103,USD Coin,USDC,6,134,114687,25000000000,92218,9180846,deprecated,26848
12561486,1622722457,0x92150f98c83a472db07847d91bf67791140bca6cc64bb26c6e2e80a0d9fad640,1851,0xad61815f32b55c3075f9c38e253d339fa47051f5e0d25092884e9c09afa61a6f,0xf8b5c45c6388c9ee12546061786026aaeaa4b682,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,339741973499445000000000,Dai Stablecoin,DAI,18,393,97261,22000000000,74792,12433250,deprecated,26847
12561487,1622722459,0xa64b7c51c4639f22ecae5e8de012199923c168850b0cc11a5cb97fde7f3c7d60,144,0x9b68eed7932e8724a6aa8bce8a87dc3d7ae0308f3fa042c66775bd75f4c9c1e6,0x1fb8aa2f73bc07b16db4fd7fbd66fb39ad19d1a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,100000000,Tether USD,USDT,6,188,108169,25000000000,100700,14150743,deprecated,26846
12561488,1622722474,0xf193ec9e6ab43b01d0f68e684ae31d7f73154e23b41ef25ac46f8d256885a5b4,1787,0xff755ba1093a473d67e86466d3ad9e706b59302333e824b18f22ebf4c84ea008,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xb58b3e8b334ebfda6eb27f0c13974e058085f422,62081450,Wrapped BTC,WBTC,8,70,278502,22100000000,262709,12621508,deprecated,26845
12561490,1622722486,0xa274942f9cbe0c6e51f89fa08305ec41b73f5ae75eeb3dfb8a1ec5189721fb3b,90,0x2a4d41ff1479d5d6a182e8904418178462782228753dc33f97c6f025b2e463e0,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0x54ba36887df439a10e3fa6e6f47e5418b2475ac8,5430217707,Tether USD,USDT,6,64,268543,21000000000,252884,8734107,deprecated,26843
12561493,1622722507,0x0be9f260bf3307f283fc50d996d95b44df0320e54d360c62d832f0703811fccb,171,0x517009e6463277a38f84a9d0f0b6c7c900792e3b6867f1f0b35f391e7d54e47d,0xddc49c35f4e6292de0de011860e13ae038c978ba,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,200000000,USD Coin,USDC,6,15,114663,20000000000,107194,1446162,deprecated,26840
12561493,1622722507,0xc319e49cb21f66519fab2380f25683970b01fe9f2938d785b25bbb9774de4d53,195,0x517009e6463277a38f84a9d0f0b6c7c900792e3b6867f1f0b35f391e7d54e47d,0x6c7c9a4963c981dfad945872ef2ef9b89bc460e9,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,4262665032011843599608,SuperFarm,SUPER,18,61,102353,20000000000,79884,3652076,deprecated,26840
12561493,1622722507,0x0d6d83726f281433bae877cafe3289fe828fe3790d6f2ee765363587b6532497,146,0x517009e6463277a38f84a9d0f0b6c7c900792e3b6867f1f0b35f391e7d54e47d,0x36e992c989b242a098c02735e66170ea19447861,0x6b175474e89094c44da98b954eedeac495271d0f,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,765000000000000000000,Dai Stablecoin,DAI,18,120,97237,20000000000,89768,12405626,deprecated,26840
12561494,1622722508,0xec9d74ff0e12fe54104cade93beda113a38667f74926263435cc1429626e9cbf,19,0xcc50224a155db49d94b65dd5a7ee6d1691c1b38cbfdbb087458305c5ab4d6ec4,0xb4c05be62dee2b581883c880871f81c3d296b7e7,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,2850557420000000000,Aave Token,AAVE,18,118,251891,20000000000,229422,8497286,deprecated,26839
